Data
0.010236536
0.034045269
0.063278271
0.080090919
0.071427761
0.041355767
0.001046467
-0.039586899
-0.084532285
-0.126490286
-0.157716275
-0.179753418
-0.190938961
-0.185607876
-0.161971309
-0.119702439
-0.080309739
-0.048409193
-0.022018093
-0.006982635
-0.008622698
-0.018635933
-0.028257721
-0.047631746
-0.070315068
-0.092826188
-0.114146077
-0.125098901
-0.131566678
-0.135524573
-0.131914522
-0.115398934
-0.098049887
-0.078031111
-0.058321469
-0.037512645
-0.024694546
-0.025423897
-0.026758187
-0.028330528
-0.036441485
-0.051150022
-0.063354886
-0.075866934
-0.084479287
-0.093044118
-0.105561842
-0.108281553
-0.102802924
-0.093162152
-0.081880527
-0.070955493
-0.060781309
-0.050998393
-0.043284984
-0.02911864
-0.016545104
-0.023995488
-0.035188173
-0.040139547
-0.047289633
-0.061727978
-0.077486024
-0.088848243
-0.087628848
-0.078365058
-0.072391486
-0.058780757
-0.040159287
-0.024429788
-0.0104491
-0.002718221
0.000860845
0.002119169
-0.002376241
-0.010448799
-0.019542451
-0.032011547
-0.037416472
-0.034771232
-0.035699411
-0.038473026
-0.029931222
-0.018298133
-0.012937299
-0.011090545
-0.00965039
-0.013006922
-0.021994604
-0.033944777
-0.037829671
-0.04846733
-0.058746899
-0.059831884
-0.062305168
-0.062232171
-0.064134859
-0.065885967
-0.060546691
-0.04917976
-0.049671912
-0.054595593
-0.053130358
-0.057052293
-0.06478733
-0.077513986
-0.089294504
-0.097211435
-0.107489042
-0.116584483
-0.116240866
-0.117501297
-0.116688499
-0.112357758
-0.110231735
-0.101124667
-0.089861682
-0.090197391
-0.089737401
-0.088867223
-0.096694767
-0.10601454
-0.113302495
-0.121749297
-0.13033595
-0.134949409
-0.136527859
-0.134217434
-0.133516221
-0.128379211
-0.111260807
-0.095079727
-0.085103739
-0.077766558
-0.076443557
-0.076223526
-0.069717947
-0.070945558
-0.078318301
-0.081736805
-0.092782588
-0.108974163
-0.117039639
-0.125152514
-0.129082144
-0.123225511
-0.120509977
-0.117183273
-0.116531688
-0.119584916
-0.120871948
-0.12828493
-0.138087521
-0.144074686
-0.141857583
-0.138217393
-0.14145204
-0.142635029
-0.141718073
-0.141437609
-0.137024818
-0.127761822
-0.124464579
-0.127996987
-0.133924875
-0.14140015
-0.146326452
-0.145804505
-0.135797691
-0.108907634
-0.061116576
0.001653839
0.088295551
0.194657653
0.297090446
0.398323444
0.496541385
0.575473624
0.633295435
0.681159884
0.724234749
0.764202002
0.805273674
0.850870017
0.916176431
1.006830101
1.118977652
1.258890786
1.41123584
1.542980645
1.660807556
1.76480608
1.833160169
1.848535947
1.819918739
1.762737549
1.668235856
1.530178806
1.376105198
1.243416587
1.15062959
1.091094102
1.038402956
0.986600618
0.946160399
0.909565877
0.859226661
0.790400191
0.689790653
0.568553268
0.442537112
0.289733265
0.115033526
-0.039476534
-0.156388807
-0.241683474
-0.289989123
-0.285187004
-0.236273931
-0.175530426
-0.121161266
-0.066663046
-0.025212968
-0.002358707
0.004774735
-0.008354115
-0.031172343
-0.069976856
-0.119231576
-0.157928952
-0.174768078
-0.179948237
-0.179458068
-0.166840277
-0.148510131
-0.126784614
-0.104823868
-0.090690644
-0.079697927
-0.07514861
-0.087488305
-0.107810132
-0.125584754
-0.133452103
-0.134909204
-0.136759917
-0.138249382
-0.127875846
-0.112940364
-0.108946993
-0.108992239
-0.104278467
-0.101853565
-0.109626313
-0.122645292
-0.134572112
-0.138239116
-0.140165691
-0.134918684
-0.120238153
-0.111901662
-0.106357324
-0.097205484
-0.093641048
-0.087976347
-0.090346754
-0.104662127
-0.118814875
-0.131101391
-0.142768872
-0.148573669
-0.150235347
-0.142692888
-0.128111036
-0.112636805
-0.095957821
-0.075754666
-0.06316042
-0.061338118
-0.068261436
-0.082741222
-0.093689455
-0.100563424
-0.115896545
-0.124805499
-0.12436962
-0.113806028
-0.099407061
-0.087255918
-0.079781955
-0.073249346
-0.068285445
-0.071545729
-0.082582942
-0.095945288
-0.107481178
-0.116785865
-0.125697048
-0.126737545
-0.120415241
-0.112320733
-0.097005064
-0.07866484
-0.066700721
-0.063239846
-0.061718598
-0.065608254
-0.067335774
-0.078411752
-0.100735739
-0.107014308
-0.109206275
-0.117906315
-0.123593068
-0.113697087
-0.101481438
-0.090765449
-0.087552376
-0.082638677
-0.072283139
-0.075998742
-0.084502587
-0.089825545
-0.096550774
-0.105125405
-0.114177621
-0.114773758
-0.11556614
-0.119807936
-0.12224074
-0.114887363
-0.108800875
-0.108827625
-0.106435765
-0.102643644
-0.099058418
-0.101009875
-0.10574345
-0.107624262
-0.103303084
-0.10080549
-0.099524317
-0.093118612
-0.08834418
-0.089856716
-0.095034802
-0.098865474
-0.097920739
-0.10043257
-0.10045137
-0.098053571
-0.090552372
-0.088664175
-0.088592348
-0.087007626
-0.078926854
-0.068513951
-0.062844166
-0.057681105
-0.052313812
-0.057488874
-0.063452683
-0.066095935
-0.072171032
-0.075537912
-0.070388012
-0.06540088
-0.063802144
